Entry	Entry name	Status	Protein names	Gene names	Gene names  (primary )	Gene names  (ORF )
B6JXH0	B6JXH0_SCHJY	unreviewed	Aspartic proteinase sxa1	SJAG_00109		SJAG_00109
B6K892	B6K892_SCHJY	unreviewed	Fatty acid synthase subunit alpha (EC 2.3.1.86) [Includes: 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41)]	SJAG_04972		SJAG_04972
B6JW72	B6JW72_SCHJY	unreviewed	2-oxoglutarate and Fe(II) dioxygenase domain-containing protein 1	SJAG_00642		SJAG_00642
B6JUX9	B6JUX9_SCHJY	unreviewed	Serine/threonine-protein phosphatase 2A activator (EC 5.2.1.8) (Phosphotyrosyl phosphatase activator)	SJAG_00078		SJAG_00078
B6K2X9	B6K2X9_SCHJY	unreviewed	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.12)	SJAG_02954		SJAG_02954
B6K6Z7	B6K6Z7_SCHJY	unreviewed	Uncharacterized protein	SJAG_04498		SJAG_04498
B6JZZ9	B6JZZ9_SCHJY	unreviewed	SIN component scaffold protein	SJAG_01188		SJAG_01188
B6K0J9	B6K0J9_SCHJY	unreviewed	Kinetochore protein Mis18	SJAG_05273		SJAG_05273
B6K5Q5	B6K5Q5_SCHJY	unreviewed	DNA-directed RNA polymerase subunit beta (EC 2.7.7.6)	SJAG_04030		SJAG_04030
B6K6W9	B6K6W9_SCHJY	unreviewed	HAL protein kinase Ppk24	SJAG_04469		SJAG_04469
B6JYH4	B6JYH4_SCHJY	unreviewed	Azole resistance protein	SJAG_01636		SJAG_01636
B6K4W3	B6K4W3_SCHJY	unreviewed	Elongator complex subunit Elp4	SJAG_03677		SJAG_03677
B6K381	B6K381_SCHJY	unreviewed	Pyruvate dehydrogenase E1 component subunit beta (EC 1.2.4.1)	SJAG_03064		SJAG_03064
B6K7P3	B6K7P3_SCHJY	unreviewed	HAL protein kinase Hal4	SJAG_04760		SJAG_04760
B6JVG5	B6JVG5_SCHJY	unreviewed	GTP cyclohydrolase	SJAG_00376		SJAG_00376
B6K1E3	B6K1E3_SCHJY	unreviewed	SWI/SNF and RSC complex subunit Arp9	SJAG_02869		SJAG_02869
B6JXL0	B6JXL0_SCHJY	unreviewed	Huntingtin-interacting protein	SJAG_00152		SJAG_00152
B6K5M5	B6K5M5_SCHJY	unreviewed	Myosin type I	SJAG_04001		SJAG_04001
B6K4H0	B6K4H0_SCHJY	unreviewed	Sterol 24-C-methyltransferase (EC 2.1.1.41) (Delta(24)-sterol C-methyltransferase)	SJAG_03531		SJAG_03531
B6K1N6	B6K1N6_SCHJY	unreviewed	Uracil permease	SJAG_02147		SJAG_02147
B6JV73	B6JV73_SCHJY	unreviewed	GYF domain-containing protein	SJAG_00278		SJAG_00278
B6K0Z0	B6K0Z0_SCHJY	unreviewed	RecA family ATPase Rhp55	SJAG_02708		SJAG_02708
B6K435	B6K435_SCHJY	unreviewed	Vid24 family cytoplasmic vesicle protein	SJAG_03385		SJAG_03385
B6JXZ0	B6JXZ0_SCHJY	unreviewed	SP-RING-type domain-containing protein	SJAG_01450		SJAG_01450
B6K4V5	B6K4V5_SCHJY	unreviewed	ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase)	SJAG_03669		SJAG_03669
T0RSY9	T0RSY9_SCHJY	unreviewed	Cytochrome c oxidase assembly protein COX20, mitochondrial	SJAG_06046		SJAG_06046
B6K6L2	B6K6L2_SCHJY	unreviewed	COP9 signalosome complex subunit 12 (Fragment)	SJAG_04347		SJAG_04347
B6JVL7	B6JVL7_SCHJY	unreviewed	Threonine synthase (EC 4.2.3.1)	SJAG_00432		SJAG_00432
B6JVQ9	B6JVQ9_SCHJY	unreviewed	RNA-binding protein	SJAG_00474		SJAG_00474
B6K2B5	B6K2B5_SCHJY	unreviewed	Polynucleotide adenylyltransferase (EC 2.7.7.19)	SJAG_02383		SJAG_02383
B6JXY1	B6JXY1_SCHJY	unreviewed	Transcription factor	SJAG_01441		SJAG_01441
B6K2Z0	B6K2Z0_SCHJY	unreviewed	Uncharacterized protein	SJAG_02967		SJAG_02967
B6JWM0	B6JWM0_SCHJY	unreviewed	ATP-dependent RNA helicase DBP10 (EC 3.6.4.13)	SJAG_00798		SJAG_00798
B6K0V1	B6K0V1_SCHJY	unreviewed	GTPase-activating protein gyp1	SJAG_02666		SJAG_02666
B6JYS7	B6JYS7_SCHJY	unreviewed	LEM domain-containing protein Heh1/Lem2	SJAG_01745		SJAG_01745
B6K2V6	B6K2V6_SCHJY	unreviewed	Uncharacterized protein	SJAG_03756		SJAG_03756
B6K1N7	B6K1N7_SCHJY	unreviewed	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	SJAG_02148		SJAG_02148
B6K4V3	B6K4V3_SCHJY	unreviewed	Siderophore-iron transporter Str2	SJAG_03667		SJAG_03667
B6K3X0	B6K3X0_SCHJY	unreviewed	DUF788 family protein	SJAG_03315		SJAG_03315
B6K4G3	B6K4G3_SCHJY	unreviewed	Ubiquitin-like domain-containing protein	SJAG_03523		SJAG_03523
B6K0G3	B6K0G3_SCHJY	unreviewed	Elongation of fatty acids protein (EC 2.3.1.199) (Very-long-chain 3-oxoacyl-CoA synthase)	SJAG_01356		SJAG_01356
B6JZ11	B6JZ11_SCHJY	unreviewed	Fungal protein	SJAG_01833		SJAG_01833
B6K6T0	B6K6T0_SCHJY	unreviewed	Fungal protein	SJAG_04419		SJAG_04419
B6JX21	B6JX21_SCHJY	unreviewed	Acetyl-CoA ligase	SJAG_00947		SJAG_00947
B6JV34	B6JV34_SCHJY	unreviewed	NADH-cytochrome b5 reductase (EC 1.6.2.2)	SJAG_00235		SJAG_00235
B6K759	B6K759_SCHJY	unreviewed	AP complex subunit beta	SJAG_04565		SJAG_04565
T0TB43	T0TB43_SCHJY	unreviewed	Uncharacterized protein	SJAG_05896		SJAG_05896
T0S149	T0S149_SCHJY	unreviewed	Uncharacterized protein	SJAG_16457		SJAG_16457
B6K5P2	B6K5P2_SCHJY	unreviewed	Sterol regulatory element-binding protein cleavage-activating protein	SJAG_04018		SJAG_04018
B6JYV4	B6JYV4_SCHJY	unreviewed	DASH complex subunit DAD1 (Outer kinetochore protein DAD1)	SJAG_01775		SJAG_01775
B6K359	B6K359_SCHJY	unreviewed	Lid2 complex subunit Jmj3	SJAG_03041		SJAG_03041
B6K3D7	B6K3D7_SCHJY	unreviewed	Rhomboid protease	SJAG_03121		SJAG_03121
B6K1H9	B6K1H9_SCHJY	unreviewed	DNA polymerase epsilon catalytic subunit (EC 2.7.7.7)	SJAG_02908		SJAG_02908
B6JW22	B6JW22_SCHJY	unreviewed	Uncharacterized protein	SJAG_00591		SJAG_00591
B6K813	B6K813_SCHJY	unreviewed	Ribosomal protein subunit L11	SJAG_04889		SJAG_04889
B6K4J4	B6K4J4_SCHJY	unreviewed	Alpha-1,2-galactosyltransferase	SJAG_03555		SJAG_03555
T0S180	T0S180_SCHJY	unreviewed	Uncharacterized protein	SJAG_06591		SJAG_06591
B6JVY2	B6JVY2_SCHJY	unreviewed	Inorganic phosphate transporter	SJAG_00547		SJAG_00547
B6JY59	B6JY59_SCHJY	unreviewed	Peptide chain release factor	SJAG_01518		SJAG_01518
B6K0H4	B6K0H4_SCHJY	unreviewed	Uncharacterized protein	SJAG_01367		SJAG_01367
B6JVX2	B6JVX2_SCHJY	unreviewed	Swr1 complex subunit Vps71	SJAG_05192		SJAG_05192
B6JW02	B6JW02_SCHJY	unreviewed	TOM complex assembly protein Mim1	SJAG_00569		SJAG_00569
B6K431	B6K431_SCHJY	unreviewed	Actin cortical patch component Aip1	SJAG_03380		SJAG_03380
B6JW83	B6JW83_SCHJY	unreviewed	Microtubule-associated protein	SJAG_00655		SJAG_00655
B6JWW8	B6JWW8_SCHJY	unreviewed	ER protein folding protein	SJAG_00893		SJAG_00893
B6K3V5	B6K3V5_SCHJY	unreviewed	Ribosomal protein subunit L19	SJAG_03297		SJAG_03297
B6JWU1	B6JWU1_SCHJY	unreviewed	Pyruvate dehydrogenase X component	SJAG_00866		SJAG_00866
B6JXU2	B6JXU2_SCHJY	unreviewed	Rieske ISP assembly ATPase	SJAG_01405		SJAG_01405
B6JYF9	B6JYF9_SCHJY	unreviewed	Uncharacterized protein	SJAG_01621		SJAG_01621
B6K665	B6K665_SCHJY	unreviewed	Uncharacterized protein	SJAG_04193		SJAG_04193
B6JXG4	B6JXG4_SCHJY	unreviewed	Histidine--tRNA ligase (EC 6.1.1.21)	SJAG_00103		SJAG_00103
B6K061	B6K061_SCHJY	unreviewed	rRNA-processing protein FYV7	SJAG_01250		SJAG_01250
B6K6C5	B6K6C5_SCHJY	unreviewed	Uncharacterized protein	SJAG_04254		SJAG_04254
B6JX37	B6JX37_SCHJY	unreviewed	Aspartate carbamoyltransferase (EC 2.1.3.2) (EC 6.3.5.5)	SJAG_00964		SJAG_00964
B6JYK0	B6JYK0_SCHJY	unreviewed	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase)	SJAG_01661		SJAG_01661
B6JZ67	B6JZ67_SCHJY	unreviewed	tRNA(Ile)-2-lysyl-cytidine synthase (EC 6.3.4.19) (tRNA(Ile)-lysidine synthetase)	SJAG_05249		SJAG_05249
B6JVJ4	B6JVJ4_SCHJY	unreviewed	Sporulation protein Meu14	SJAG_00405		SJAG_00405
B6K2U4	B6K2U4_SCHJY	unreviewed	Peptidase family M17	SJAG_03744		SJAG_03744
B6K6U8	B6K6U8_SCHJY	unreviewed	CCHC-type domain-containing protein	SJAG_04448		SJAG_04448
B6K4R8	B6K4R8_SCHJY	unreviewed	Histone lysine methyltransferase Set5	SJAG_03630		SJAG_03630
B6K7C1	B6K7C1_SCHJY	unreviewed	Vacuolar protein sorting-associated protein 29	SJAG_04629		SJAG_04629
B6JWS5	B6JWS5_SCHJY	unreviewed	Kinesin-like protein Tea2	SJAG_00851		SJAG_00851
B6K642	B6K642_SCHJY	unreviewed	WD40/YVTN repeat-like protein	SJAG_04170		SJAG_04170
B6K5Q2	B6K5Q2_SCHJY	unreviewed	Short chain dehydrogenase	SJAG_04027		SJAG_04027
B6JWG4	B6JWG4_SCHJY	unreviewed	Uncharacterized protein	SJAG_00740		SJAG_00740
B6K5X6	B6K5X6_SCHJY	unreviewed	CBFD_NFYB_HMF domain-containing protein	SJAG_05321		SJAG_05321
B6K6D1	B6K6D1_SCHJY	unreviewed	Iron ion transporter	SJAG_04260		SJAG_04260
B6K687	B6K687_SCHJY	unreviewed	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	SJAG_04215		SJAG_04215
B6K7B0	B6K7B0_SCHJY	unreviewed	TRAPP complex subunit 2-like protein	SJAG_04618		SJAG_04618
B6JVW9	B6JVW9_SCHJY	unreviewed	Uncharacterized protein	SJAG_00535		SJAG_00535
B6JWH4	B6JWH4_SCHJY	unreviewed	UCS-domain-containing protein Rng3	SJAG_00750		SJAG_00750
T0T6F0	T0T6F0_SCHJY	unreviewed	Uncharacterized protein	SJAG_06111		SJAG_06111
B6K0R7	B6K0R7_SCHJY	unreviewed	Protein kinase inhibitor	SJAG_02626		SJAG_02626
B6K2K2	B6K2K2_SCHJY	unreviewed	eIF-2B GDP-GTP exchange factor subunit epsilon	SJAG_02471		SJAG_02471
B6JYN7	B6JYN7_SCHJY	unreviewed	TORC1 subunit Tco89	SJAG_01703		SJAG_01703
B6JV43	B6JV43_SCHJY	unreviewed	U3 snoRNP-associated protein Utp21	SJAG_00245		SJAG_00245
B6JZX4	B6JZX4_SCHJY	unreviewed	Glutathione reductase (EC 1.8.1.7)	SJAG_01162		SJAG_01162
B6JZL6	B6JZL6_SCHJY	unreviewed	Spermidine family transporter	SJAG_02059		SJAG_02059
B6K454	B6K454_SCHJY	unreviewed	Metallopeptidase	SJAG_03407		SJAG_03407
B6K2Y4	B6K2Y4_SCHJY	unreviewed	Phosphoprotein phosphatase	SJAG_02959		SJAG_02959
B6K533	B6K533_SCHJY	unreviewed	CAMKK/META protein kinase Ppk34	SJAG_03799		SJAG_03799
B6K5Q7	B6K5Q7_SCHJY	unreviewed	L-ornithine N(5)-monooxygenase (EC 1.14.13.196) (L-ornithine N(5)-oxygenase)	SJAG_04032		SJAG_04032
B6K7F1	B6K7F1_SCHJY	unreviewed	Xylose and arabinose reductase	SJAG_04660		SJAG_04660
B6JVP4	B6JVP4_SCHJY	unreviewed	5-demethoxyubiquinone hydroxylase, mitochondrial (DMQ hydroxylase) (EC 1.14.99.60) (Ubiquinone biosynthesis monooxygenase COQ7)	COQ7 SJAG_00459	COQ7	SJAG_00459
B6K2Q4	B6K2Q4_SCHJY	unreviewed	Ran GTPase binding protein Sbp1	SJAG_02520		SJAG_02520
B6K2K7	B6K2K7_SCHJY	unreviewed	Ribosome biogenesis protein Rrp14-N	SJAG_02475		SJAG_02475
B6K0X5	B6K0X5_SCHJY	unreviewed	Peroxin-13	SJAG_02693		SJAG_02693
B6K6U6	B6K6U6_SCHJY	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1)	SJAG_04435		SJAG_04435
T0S2Y2	T0S2Y2_SCHJY	unreviewed	Distribution and morphology protein Mdm35	SJAG_06440		SJAG_06440
B6K8C2	B6K8C2_SCHJY	unreviewed	RACK1 Cpc2	SJAG_05000		SJAG_05000
B6K7H8	B6K7H8_SCHJY	unreviewed	Beta-glucan synthesis-associated protein	SJAG_04690		SJAG_04690
B6K4L8	B6K4L8_SCHJY	unreviewed	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	SJAG_03580		SJAG_03580
B6JYR0	B6JYR0_SCHJY	unreviewed	Transcription factor Atf21	SJAG_01725		SJAG_01725
B6JV62	B6JV62_SCHJY	unreviewed	D-arabinono-1,4-lactone oxidase (ALO) (EC 1.1.3.37) (L-galactono-gamma-lactone oxidase)	SJAG_00265		SJAG_00265
B6JWG8	B6JWG8_SCHJY	unreviewed	U3 snoRNP protein Nop58	SJAG_00744		SJAG_00744
B6K2A1	B6K2A1_SCHJY	unreviewed	Phosphopyruvate hydratase (EC 4.2.1.11)	SJAG_02369		SJAG_02369
B6JYF5	B6JYF5_SCHJY	unreviewed	F-box protein Pof10	SJAG_01617		SJAG_01617
B6JVX0	B6JVX0_SCHJY	unreviewed	DNA replication complex GINS protein PSF3	SJAG_00536		SJAG_00536
B6K2U8	B6K2U8_SCHJY	unreviewed	Rho-type GTPase activating protein Rga8	SJAG_03748		SJAG_03748
B6K1U8	B6K1U8_SCHJY	unreviewed	Transcription elongation factor complex subunit Iws1	SJAG_02209		SJAG_02209
B6JYR6	B6JYR6_SCHJY	unreviewed	Nascent polypeptide-associated complex subunit beta	SJAG_01733		SJAG_01733
B6K0M1	B6K0M1_SCHJY	unreviewed	CorA family magnesium ion transporter	SJAG_02578		SJAG_02578
B6JXH3	B6JXH3_SCHJY	unreviewed	Tel2/Rad-5/Clk-2 family protein Tel2	SJAG_00112		SJAG_00112
B6K5T5	B6K5T5_SCHJY	unreviewed	Argonaute binding protein 2	SJAG_04061		SJAG_04061
B6K876	B6K876_SCHJY	unreviewed	Polyprenol reductase (EC 1.3.1.94)	SJAG_04954		SJAG_04954
B6K0C5	B6K0C5_SCHJY	unreviewed	WD repeat protein Pop3	SJAG_01320		SJAG_01320
B6K1Q2	B6K1Q2_SCHJY	unreviewed	Alkyl transferase (EC 2.5.1.-)	SJAG_02163		SJAG_02163
B6JUT7	B6JUT7_SCHJY	unreviewed	Fusion GTPase	SJAG_00031		SJAG_00031
B6K4U7	B6K4U7_SCHJY	unreviewed	Phosphoglycerate kinase (EC 2.7.2.3)	SJAG_03660		SJAG_03660
Q8HMZ5	Q8HMZ5_SCHJY	unreviewed	Orf333	orf333	orf333	
B6JVS9	B6JVS9_SCHJY	unreviewed	Ribosomal protein subunit L34	SJAG_00497		SJAG_00497
B6K0W2	B6K0W2_SCHJY	unreviewed	DNA kinase/phosphatase Pnk1	SJAG_02680		SJAG_02680
B6K584	B6K584_SCHJY	unreviewed	mRNA cleavage factor complex subunit	SJAG_03853		SJAG_03853
B6K285	B6K285_SCHJY	unreviewed	WDR6 family WD repeat protein	SJAG_02352		SJAG_02352
B6K082	B6K082_SCHJY	unreviewed	Autophagy-related protein 13	SJAG_01274		SJAG_01274
B6JYV9	B6JYV9_SCHJY	unreviewed	Metaxin 1	SJAG_01780		SJAG_01780
B6K1M3	B6K1M3_SCHJY	unreviewed	Uncharacterized protein	SJAG_02134		SJAG_02134
B6K5E8	B6K5E8_SCHJY	unreviewed	Helicase sen1	SJAG_03923		SJAG_03923
B6K251	B6K251_SCHJY	unreviewed	Protein CASP	SJAG_02316		SJAG_02316
B6JY48	B6JY48_SCHJY	unreviewed	RNF family protein	SJAG_01507		SJAG_01507
B6JYL0	B6JYL0_SCHJY	unreviewed	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1)	SJAG_01671		SJAG_01671
B6K1Q6	B6K1Q6_SCHJY	unreviewed	Mannosyltransferase	SJAG_02168		SJAG_02168
B6K032	B6K032_SCHJY	unreviewed	DNA helicase (EC 3.6.4.12)	SJAG_01221		SJAG_01221
B6JVT6	B6JVT6_SCHJY	unreviewed	40S ribosomal protein S11	SJAG_00503		SJAG_00503
B6K2E9	B6K2E9_SCHJY	unreviewed	RNA methyltransferase Nop2	SJAG_02417		SJAG_02417
B6K006	B6K006_SCHJY	unreviewed	Ribosomal protein L37	SJAG_01194		SJAG_01194
B6JZ16	B6JZ16_SCHJY	unreviewed	Mitochondrial inner membrane protease ATP23 (EC 3.4.24.-)	SJAG_01838		SJAG_01838
B6K5U4	B6K5U4_SCHJY	unreviewed	Coatomer beta' subunit	SJAG_04070		SJAG_04070
B6K2Y8	B6K2Y8_SCHJY	unreviewed	NADP-dependent alcohol dehydrogenase	SJAG_02963		SJAG_02963
B6JXB0	B6JXB0_SCHJY	unreviewed	1-acyldihydroxyacetone phosphate reductase	SJAG_01036		SJAG_01036
B6K8D8	B6K8D8_SCHJY	unreviewed	Protein-S-isoprenylcysteine O-methyltransferase (EC 2.1.1.100)	SJAG_05016		SJAG_05016
B6JZK4	B6JZK4_SCHJY	unreviewed	F-box protein Pof14	SJAG_02044		SJAG_02044
B6JZU2	B6JZU2_SCHJY	unreviewed	40S ribosomal protein S13	SJAG_01132		SJAG_01132
T0RST6	T0RST6_SCHJY	unreviewed	Uncharacterized protein	SJAG_05750		SJAG_05750
T0S350	T0S350_SCHJY	unreviewed	Uncharacterized protein	SJAG_05950		SJAG_05950
B6K1B2	B6K1B2_SCHJY	unreviewed	Uncharacterized protein	SJAG_02837		SJAG_02837
B6K6Y6	B6K6Y6_SCHJY	unreviewed	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	SJAG_04487		SJAG_04487
B6JY61	B6JY61_SCHJY	unreviewed	Ribosomal protein subunit S24	SJAG_01520		SJAG_01520
B6K5J6	B6K5J6_SCHJY	unreviewed	Uncharacterized protein	SJAG_03969		SJAG_03969
B6JYR3	B6JYR3_SCHJY	unreviewed	Uncharacterized protein	SJAG_01730		SJAG_01730
B6K7D1	B6K7D1_SCHJY	unreviewed	Iron sulfur cluster assembly protein	SJAG_04639		SJAG_04639
B6K482	B6K482_SCHJY	unreviewed	DUF1770 family protein	SJAG_03435		SJAG_03435
B6JY24	B6JY24_SCHJY	unreviewed	Lysine methyltransferase	SJAG_01482		SJAG_01482
B6K668	B6K668_SCHJY	unreviewed	COPII-coated vesicle component Emp24	SJAG_04196		SJAG_04196
B6K1F4	B6K1F4_SCHJY	unreviewed	ATP-dependent RNA helicase	SJAG_02879		SJAG_02879
B6K7B1	B6K7B1_SCHJY	unreviewed	E3 ubiquitin-protein ligase (EC 2.3.2.27)	SJAG_04619		SJAG_04619
B6K2K4	B6K2K4_SCHJY	unreviewed	Iron ion transporter	SJAG_02473		SJAG_02473
B6JV19	B6JV19_SCHJY	unreviewed	Eukaryotic protein	SJAG_00219		SJAG_00219
B6K5Q9	B6K5Q9_SCHJY	unreviewed	mRNA cap guanine-N7 methyltransferase (EC 2.1.1.56)	SJAG_04034		SJAG_04034
B6K2L1	B6K2L1_SCHJY	unreviewed	Beta-glucosidase Adg3	SJAG_02478		SJAG_02478
B6JYJ3	B6JYJ3_SCHJY	unreviewed	U1 snRNP-associated protein Usp104	SJAG_01654		SJAG_01654
B6K7Y0	B6K7Y0_SCHJY	unreviewed	Sec23/Sec24 family protein	SJAG_05344		SJAG_05344
T0S115	T0S115_SCHJY	unreviewed	ULP_PROTEASE domain-containing protein	SJAG_16454		SJAG_16454
B6K2X8	B6K2X8_SCHJY	unreviewed	Ribosomal biogenesis protein Gar2	SJAG_02952		SJAG_02952
B6K432	B6K432_SCHJY	unreviewed	Inner membrane translocase Oxa101	SJAG_05300		SJAG_05300
B6K4H5	B6K4H5_SCHJY	unreviewed	SNARE Psy1	SJAG_03536		SJAG_03536
B6JVY3	B6JVY3_SCHJY	unreviewed	DNA topoisomerase I (EC 5.6.2.1) (DNA topoisomerase 1)	SJAG_05193		SJAG_05193
B6K347	B6K347_SCHJY	unreviewed	Geranylgeranyltransferase I beta subunit Cwg2	SJAG_03029		SJAG_03029
T0S343	T0S343_SCHJY	unreviewed	Uncharacterized protein	SJAG_06268		SJAG_06268
T0S0W8	T0S0W8_SCHJY	unreviewed	Uncharacterized protein	SJAG_06637		SJAG_06637
B6K0U0	B6K0U0_SCHJY	unreviewed	Trafficking protein particle complex subunit	SJAG_02655		SJAG_02655
B6K5U3	B6K5U3_SCHJY	unreviewed	U3 snoRNP-associated protein Utp6	SJAG_04069		SJAG_04069
B6K434	B6K434_SCHJY	unreviewed	STE/STE11 protein kinase	SJAG_03384		SJAG_03384
B6JYE2	B6JYE2_SCHJY	unreviewed	DUF1752 domain-containing protein	SJAG_01603		SJAG_01603
B6JWA8	B6JWA8_SCHJY	unreviewed	Cohesin loading factor Ssl3	SJAG_00682		SJAG_00682
B6K6T1	B6K6T1_SCHJY	unreviewed	Uncharacterized protein	SJAG_04420		SJAG_04420
B6K847	B6K847_SCHJY	unreviewed	Geranylgeranyltransferase I alpha subunit Cwp1	SJAG_04923		SJAG_04923
B6JZ28	B6JZ28_SCHJY	unreviewed	Elongation factor 1-alpha	SJAG_01851		SJAG_01851
B6K054	B6K054_SCHJY	unreviewed	Vacuolar sorting protein Vps32	SJAG_01242		SJAG_01242
B6JXU4	B6JXU4_SCHJY	unreviewed	Phosphatidylglycerol/phosphatidylinositol transfer protein	SJAG_01407		SJAG_01407
B6K537	B6K537_SCHJY	unreviewed	Uncharacterized protein	SJAG_03803		SJAG_03803
B6K1L4	B6K1L4_SCHJY	unreviewed	Urea transporter	SJAG_02125		SJAG_02125
B6JV65	B6JV65_SCHJY	unreviewed	Transcriptional coactivator	SJAG_00269		SJAG_00269
B6JWP8	B6JWP8_SCHJY	unreviewed	SNAP-25 ue, t-SNARE component Sec9	SJAG_00826		SJAG_00826
B6K609	B6K609_SCHJY	unreviewed	Amino acid permease	SJAG_04135		SJAG_04135
B6K0C0	B6K0C0_SCHJY	unreviewed	DNA methyltransferase	SJAG_01314		SJAG_01314
B6K6M7	B6K6M7_SCHJY	unreviewed	MMtag domain-containing protein	SJAG_04364		SJAG_04364
B6K1N2	B6K1N2_SCHJY	unreviewed	Uncharacterized protein	SJAG_02144		SJAG_02144
B6JVN4	B6JVN4_SCHJY	unreviewed	Cytochrome C oxidase copper chaperone Cox17	SJAG_00449		SJAG_00449
B6K1K8	B6K1K8_SCHJY	unreviewed	Rik1-associated factor Raf2	SJAG_02119		SJAG_02119
T0T6L0	T0T6L0_SCHJY	unreviewed	Uncharacterized protein	SJAG_06587		SJAG_06587
B6K207	B6K207_SCHJY	unreviewed	Arginine N-methyltransferase 2 (EC 2.1.1.-)	SJAG_02271		SJAG_02271
B6K6E5	B6K6E5_SCHJY	unreviewed	Retromer complex subunit Vps5	SJAG_04275		SJAG_04275
B6JWH0	B6JWH0_SCHJY	unreviewed	Ino80 complex subunit Ies4	SJAG_00746		SJAG_00746
B6K0G0	B6K0G0_SCHJY	unreviewed	Potassium transport protein	SJAG_01353		SJAG_01353
B6K078	B6K078_SCHJY	unreviewed	Serine/threonine-protein phosphatase 2A activator (EC 5.2.1.8) (Phosphotyrosyl phosphatase activator)	SJAG_01270		SJAG_01270
B6JZ92	B6JZ92_SCHJY	unreviewed	Choline kinase	SJAG_01918		SJAG_01918
B6K1X7	B6K1X7_SCHJY	unreviewed	Bouquet formation protein Bqt1	SJAG_05260		SJAG_05260
B6JWJ8	B6JWJ8_SCHJY	unreviewed	Esterase/lipase	SJAG_00774		SJAG_00774
B6K0G8	B6K0G8_SCHJY	unreviewed	Uncharacterized protein	SJAG_01361		SJAG_01361
B6K681	B6K681_SCHJY	unreviewed	Uncharacterized protein	SJAG_04209		SJAG_04209
B6K030	B6K030_SCHJY	unreviewed	Inositol phosphosphingolipid phospholipase C	SJAG_01219		SJAG_01219
B6JV28	B6JV28_SCHJY	unreviewed	Protein phosphatase regulatory subunit Paa1	SJAG_00229		SJAG_00229
B6JVM8	B6JVM8_SCHJY	unreviewed	Valyl-tRNA synthetase (EC 6.1.1.9)	SJAG_00443		SJAG_00443
B6K322	B6K322_SCHJY	unreviewed	Rhomboid family protease	SJAG_05286		SJAG_05286
B6K0A8	B6K0A8_SCHJY	unreviewed	Small nuclear ribonucleoprotein Sm D3 (Sm-D3) (snRNP core protein D3)	SJAG_01301		SJAG_01301
B6JZT3	B6JZT3_SCHJY	unreviewed	WD repeat protein Rrb1	SJAG_01122		SJAG_01122
B6K328	B6K328_SCHJY	unreviewed	BAR adaptor protein	SJAG_03010		SJAG_03010
B6JZ23	B6JZ23_SCHJY	unreviewed	Glutamine synthetase	SJAG_01845		SJAG_01845
B6K4K8	B6K4K8_SCHJY	unreviewed	Uncharacterized protein	SJAG_03571		SJAG_03571
B6JYC1	B6JYC1_SCHJY	unreviewed	NAD/NADH kinase	SJAG_01582		SJAG_01582
B6JYA4	B6JYA4_SCHJY	unreviewed	60S ribosomal protein L32	SJAG_01565		SJAG_01565
B6K164	B6K164_SCHJY	unreviewed	Fungal protein	SJAG_02788		SJAG_02788
B6K1V5	B6K1V5_SCHJY	unreviewed	Arrestin family protein	SJAG_02215		SJAG_02215
B6JV01	B6JV01_SCHJY	unreviewed	Membrane transporter	SJAG_05178		SJAG_05178
B6JY32	B6JY32_SCHJY	unreviewed	Dolichyl-phosphate-mannose--protein mannosyltransferase (EC 2.4.1.109)	SJAG_01491		SJAG_01491
B6K5V5	B6K5V5_SCHJY	unreviewed	ATP-dependent RNA helicase Dbp3	SJAG_04081		SJAG_04081
B6K0T3	B6K0T3_SCHJY	unreviewed	Cycloisomerase 2 family protein	SJAG_02647		SJAG_02647
B6K3G6	B6K3G6_SCHJY	unreviewed	Acetylglucosaminyltransferase	SJAG_03150		SJAG_03150
B6K2G5	B6K2G5_SCHJY	unreviewed	Uncharacterized protein	SJAG_02434		SJAG_02434
B6K3P7	B6K3P7_SCHJY	unreviewed	Heat shock protein	SJAG_03237		SJAG_03237
B6K1H5	B6K1H5_SCHJY	unreviewed	40S ribosomal protein S10	SJAG_02904		SJAG_02904
B6K458	B6K458_SCHJY	unreviewed	Signal recognition particle subunit Srp21	SJAG_03411		SJAG_03411
B6K2S0	B6K2S0_SCHJY	unreviewed	Oxysterol binding protein	SJAG_03718		SJAG_03718
B6K5E7	B6K5E7_SCHJY	unreviewed	60S ribosomal protein L24	SJAG_03922		SJAG_03922
